From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology IDs
Q969N2	Q969N2	reviewed	PIGT_HUMAN	GPI transamidase component PIG-T (Phosphatidylinositol-glycan biosynthesis class T protein)	PIGT CGI-06 PSEC0163 UNQ716/PRO1379	Homo sapiens (Human)	578	GO:0005789; GO:0016020; GO:0016255; GO:0030182; GO:0031410; GO:0042765; GO:0051402
Q6DE14	Q6DE14	reviewed	E2F4_XENLA	Transcription factor E2F4 (E2F-4)	e2f4	Xenopus laevis (African clawed frog)	375	GO:0000978; GO:0003700; GO:0005634; GO:0005667; GO:0044458; GO:0045944; GO:0046983; GO:0098534; GO:1903251
Q9CXW2	Q9CXW2	reviewed	RT22_MOUSE	Small ribosomal subunit protein mS22 (28S ribosomal protein S22, mitochondrial) (MRP-S22) (S22mt)	Mrps22 Rpms22	Mus musculus (Mouse)	359	GO:0003735; GO:0005739; GO:0005743; GO:0005763; GO:0032543
Q9VQ37	Q9VQ37	reviewed	RIM2_DROME	Mitochondrial carrier protein Rim2	Rim2 CG18317	Drosophila melanogaster (Fruit fly)	365	GO:0000002; GO:0005739; GO:0005743; GO:0006390; GO:0006839; GO:0007005; GO:0015218; GO:0030302; GO:0040011; GO:0045333; GO:0048311; GO:1990519
A8WHR0	A8WHR0	reviewed	DCA17_DANRE	DDB1- and CUL4-associated factor 17	dcaf17 si:ch211-245g15.4	Danio rerio (Zebrafish) (Brachydanio rerio)	526	GO:0005730; GO:0016020; GO:0016567; GO:0080008
Q4T2X8	Q4T2X8	reviewed	NIP7_TETNG	60S ribosome subunit biogenesis protein NIP7 homolog	nip7 GSTENG00008117001	Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	180	GO:0003723; GO:0005654; GO:0005730; GO:0042255
Q5R8C8	Q5R8C8	reviewed	ANR46_PONAB	Ankyrin repeat domain-containing protein 46	ANKRD46	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	228	GO:0016020
Q08DE2	Q08DE2	reviewed	T185B_BOVIN	Transmembrane protein 185B (Protein FAM11B)	TMEM185B FAM11B	Bos taurus (Bovine)	350	GO:0016020
Q9VI93	Q9VI93	reviewed	RN_DROME	Zinc finger protein rotund (Zinc finger protein roughened eye)	rn roe CG32466	Drosophila melanogaster (Fruit fly)	946	GO:0000122; GO:0000977; GO:0000978; GO:0000981; GO:0001708; GO:0005634; GO:0006357; GO:0007480; GO:0022416; GO:0045892; GO:0046872; GO:0048749
Q17RP2	Q17RP2	reviewed	TIGD6_HUMAN	Tigger transposable element-derived protein 6	TIGD6	Homo sapiens (Human)	521	GO:0003677; GO:0005634
P14404	P14404	reviewed	MECOM_MOUSE	Histone-lysine N-methyltransferase MECOM (EC 2.1.1.367) (Ecotropic virus integration site 1 protein) (EVI-1) (MDS1 and EVI1 complex locus protein) (Myelodysplasia syndrome 1 protein homolog)	Mecom Evi1 Mds1 Prdm3	Mus musculus (Mouse)	1232	GO:0000118; GO:0000977; GO:0000978; GO:0001228; GO:0001701; GO:0001780; GO:0003677; GO:0003700; GO:0005634; GO:0005737; GO:0006357; GO:0006915; GO:0006954; GO:0009617; GO:0009791; GO:0016607; GO:0030900; GO:0032259; GO:0035115; GO:0035116; GO:0042803; GO:0043069; GO:0045892; GO:0045893; GO:0045944; GO:0046329; GO:0046872; GO:0046974; GO:0051726; GO:0060039; GO:0070828; GO:0071425; GO:0072197; GO:0090336; GO:0098727; GO:0140947; GO:0140948; GO:1902033
Q03112	Q03112	reviewed	MECOM_HUMAN	Histone-lysine N-methyltransferase MECOM (EC 2.1.1.367) (Ecotropic virus integration site 1 protein homolog) (EVI-1) (MDS1 and EVI1 complex locus protein) (Myelodysplasia syndrome 1 protein) (Myelodysplasia syndrome-associated protein 1)	MECOM EVI1 MDS1 PRDM3	Homo sapiens (Human)	1230	GO:0000978; GO:0001228; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0005829; GO:0006357; GO:0006915; GO:0016607; GO:0032259; GO:0042803; GO:0043069; GO:0045892; GO:0045893; GO:0046329; GO:0046872; GO:0046974; GO:0051726; GO:0070828; GO:0071425; GO:0140947; GO:0140948
Q4KME6	Q4KME6	reviewed	GGYF2_DANRE	GRB10-interacting GYF protein 2 (PERQ amino acid-rich with GYF domain-containing protein 2) (Trinucleotide repeat-containing gene 15 protein)	gigyf2 perq2 tnrc15 zgc:111944	Danio rerio (Zebrafish) (Brachydanio rerio)	1329	GO:0005829; GO:0016020; GO:0031982; GO:0043204; GO:0048009; GO:1990635
P09242	P09242	reviewed	PPBT_MOUSE	Alkaline phosphatase, tissue-nonspecific isozyme (AP-TNAP) (TNAP) (TNSALP) (EC 3.1.3.1) (Alkaline phosphatase 2) (Alkaline phosphatase liver/bone/kidney isozyme) (Phosphoamidase) (Phosphocreatine phosphatase) (EC 3.9.1.1)	Alpl Akp-2 Akp2	Mus musculus (Mouse)	524	GO:0001958; GO:0003006; GO:0004035; GO:0004427; GO:0005509; GO:0005615; GO:0005758; GO:0005886; GO:0016311; GO:0016462; GO:0016887; GO:0019725; GO:0030282; GO:0031012; GO:0031966; GO:0032496; GO:0032868; GO:0033280; GO:0033883; GO:0034516; GO:0036005; GO:0042822; GO:0043262; GO:0046677; GO:0050187; GO:0051384; GO:0052732; GO:0055062; GO:0055074; GO:0065010; GO:0071407; GO:0071529; GO:0120162; GO:0140651; GO:0140928; GO:1904383
Q02934	Q02934	reviewed	GUNI_ACET2	Endoglucanase 1 (EC 3.2.1.4) (Cellulase I) (Endo-1,4-beta-glucanase) (Endoglucanase I) (EGI)	celI Cthe_0040	Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) (Clostridium thermocellum)	887	GO:0008810; GO:0030245; GO:0030248; GO:0042802
Q8AVU4	Q8AVU4	reviewed	HES1B_XENLA	Transcription factor HES-1-B (Hairy and enhancer of split 1-B)	hes1-b	Xenopus laevis (African clawed frog)	267	GO:0000122; GO:0003677; GO:0005634; GO:0007219; GO:0043425; GO:0045892; GO:0046982; GO:0048635
O57337	O57337	reviewed	HES1_CHICK	Transcription factor HES-1 (C-HAIRY1) (Hairy and enhancer of split 1)	HES1 HAIRY1	Gallus gallus (Chicken)	290	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0009952; GO:0042803; GO:0045665; GO:0046982; GO:0050767
Q04666	Q04666	reviewed	HES1_RAT	Transcription factor HES-1 (Hairy and enhancer of split 1) (Hairy-like protein) (RHL)	Hes1 Hes-1 Hl	Rattus norvegicus (Rat)	281	GO:0000122; GO:0000785; GO:0000981; GO:0001217; GO:0001222; GO:0001227; GO:0001701; GO:0001709; GO:0001889; GO:0002085; GO:0003143; GO:0003151; GO:0003266; GO:0003281; GO:0003310; GO:0003677; GO:0003682; GO:0005634; GO:0005654; GO:0005737; GO:0006357; GO:0007155; GO:0007219; GO:0007224; GO:0007389; GO:0008283; GO:0008284; GO:0008432; GO:0009952; GO:0010628; GO:0010629; GO:0010977; GO:0014070; GO:0016363; GO:0016477; GO:0021537; GO:0021555; GO:0021557; GO:0021558; GO:0021575; GO:0021861; GO:0021870; GO:0021915; GO:0021983; GO:0021984; GO:0030182; GO:0030324; GO:0030509; GO:0030513; GO:0030901; GO:0031016; GO:0032991; GO:0035019; GO:0035315; GO:0035881; GO:0035883; GO:0035909; GO:0035910; GO:0042098; GO:0042102; GO:0042491; GO:0042531; GO:0042802; GO:0042803; GO:0042826; GO:0043254; GO:0043279; GO:0043388; GO:0043398; GO:0043433; GO:0043565; GO:0044877; GO:0045165; GO:0045596; GO:0045598; GO:0045608; GO:0045664; GO:0045665; GO:0045687; GO:0045747; GO:0045892; GO:0045893; GO:0045944; GO:0045977; GO:0046331; GO:0046425; GO:0046427; GO:0048469; GO:0048505; GO:0048538; GO:0048667; GO:0048711; GO:0048715; GO:0048844; GO:0050678; GO:0050767; GO:0050768; GO:0051087; GO:0060122; GO:0060164; GO:0060253; GO:0060412; GO:0060675; GO:0060716; GO:0061009; GO:0061101; GO:0061102; GO:0061106; GO:0061309; GO:0061626; GO:0061629; GO:0065003; GO:0070888; GO:0071347; GO:0071356; GO:0071398; GO:0071820; GO:0072012; GO:0072049; GO:0072050; GO:0072141; GO:0072282; GO:0090102; GO:0090162; GO:0090281; GO:0097066; GO:0097084; GO:0097150; GO:1902870; GO:1905934; GO:1990090; GO:1990837; GO:2000227; GO:2000737; GO:2000974; GO:2000978; GO:2000981
Q91437	Q91437	reviewed	PYR1_SQUAC	CAD protein [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)]	CAD	Squalus acanthias (Spiny dogfish)	2242	GO:0004070; GO:0004088; GO:0004151; GO:0005524; GO:0005634; GO:0005737; GO:0006207; GO:0006541; GO:0008270; GO:0016597; GO:0044205
Q8RWN2	Q8RWN2	reviewed	ZIF1_ARATH	Protein ZINC INDUCED FACILITATOR 1	ZIF1 At5g13740 MSH12.21	Arabidopsis thaliana (Mouse-ear cress)	486	GO:0005886; GO:0009624; GO:0009705; GO:0010043; GO:0022821; GO:0090333
P26818	P26818	reviewed	ARBK2_BOVIN	Beta-adrenergic receptor kinase 2 (Beta-ARK-2) (EC 2.7.11.15) (G-protein-coupled receptor kinase 3)	GRK3 ADRBK2	Bos taurus (Bovine)	688	GO:0001664; GO:0002029; GO:0004703; GO:0005524; GO:0006468; GO:0007186; GO:0031623; GO:0042995; GO:0047696; GO:0098793; GO:0098794
P32865	P32865	reviewed	GPRK1_DROME	G protein-coupled receptor kinase 1 (EC 2.7.11.16)	Gprk1 Gprk-1 CG40129	Drosophila melanogaster (Fruit fly)	700	GO:0001664; GO:0004703; GO:0005524; GO:0005737; GO:0005886; GO:0006468; GO:0007186; GO:0007603; GO:0009966; GO:0016060; GO:0035091; GO:0045880; GO:0050254
Q2NKQ1	Q2NKQ1	reviewed	SGSM1_HUMAN	Small G protein signaling modulator 1 (RUN and TBC1 domain-containing protein 2)	SGSM1 KIAA1941 RUTBC2	Homo sapiens (Human)	1148	GO:0005096; GO:0005737; GO:0005794; GO:0005829; GO:0030659; GO:0031267; GO:0090630
Q63615	Q63615	reviewed	VP33A_RAT	Vacuolar protein sorting-associated protein 33A (r-vps33a)	Vps33a	Rattus norvegicus (Rat)	597	GO:0005764; GO:0005765; GO:0005769; GO:0005770; GO:0005776; GO:0006886; GO:0008333; GO:0016192; GO:0030136; GO:0030220; GO:0030897; GO:0031410; GO:0031902; GO:0032400; GO:0032418; GO:0033263; GO:0035751; GO:0043473; GO:0044877; GO:0048070; GO:0048471; GO:0097352
Q96AX1	Q96AX1	reviewed	VP33A_HUMAN	Vacuolar protein sorting-associated protein 33A (hVPS33A)	VPS33A	Homo sapiens (Human)	596	GO:0005764; GO:0005765; GO:0005769; GO:0005770; GO:0005776; GO:0006886; GO:0008333; GO:0010008; GO:0016192; GO:0030136; GO:0030220; GO:0030897; GO:0031902; GO:0032400; GO:0032418; GO:0033263; GO:0034058; GO:0035542; GO:0035751; GO:0048070; GO:0048471; GO:0097352
B2RUP2	B2RUP2	reviewed	UN13D_MOUSE	Protein unc-13 homolog D (Munc13-4)	Unc13d	Mus musculus (Mouse)	1085	GO:0002432; GO:0002467; GO:0005764; GO:0005770; GO:0005829; GO:0006909; GO:0016020; GO:0031267; GO:0033093; GO:0043231; GO:0043304; GO:0043320; GO:0045921; GO:0046872; GO:0046903; GO:0051607; GO:0051649; GO:0055037; GO:0061789; GO:0070382; GO:1900026; GO:1903307
Q9VZU4	Q9VZU4	reviewed	NDUS3_DROME	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 7.1.1.2) (NADH dehydrogenase (Ubiquinone) 30 kDa subunit)	ND-30 NDUFS3 CG12079	Drosophila melanogaster (Fruit fly)	265	GO:0005739; GO:0005747; GO:0008137; GO:0072593
Q9Z2P6	Q9Z2P6	reviewed	SNP29_RAT	Synaptosomal-associated protein 29 (SNAP-29) (Golgi SNARE of 32 kDa) (Gs32) (Soluble 29 kDa NSF attachment protein) (Vesicle-membrane fusion protein SNAP-29)	Snap29	Rattus norvegicus (Rat)	257	GO:0000139; GO:0000421; GO:0005484; GO:0005737; GO:0005776; GO:0005886; GO:0006887; GO:0008021; GO:0015031; GO:0016082; GO:0016240; GO:0019905; GO:0020018; GO:0031201; GO:0031629; GO:0043195; GO:0060271; GO:0097352; GO:0098693; GO:0098850; GO:2000300
A2AIW0	A2AIW0	reviewed	ENTR1_MOUSE	Endosome-associated-trafficking regulator 1 (Serologically defined colon cancer antigen 3)	Entr1 Sdccag3	Mus musculus (Mouse)	432	GO:0005768; GO:0005769; GO:0005813; GO:0007049; GO:0015031; GO:0030030; GO:0030496; GO:0030904; GO:0032456; GO:0032465; GO:0036064; GO:0045724; GO:0051301; GO:0055037; GO:1903566
P27161	P27161	reviewed	CALM_SOLLC	Calmodulin (CaM)	CALM1	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	149	GO:0005509; GO:0030234
Q8BGK6	Q8BGK6	reviewed	YLAT2_MOUSE	Y+L amino acid transporter 2 (Solute carrier family 7 member 6) (y(+)L-type amino acid transporter 2) (Y+LAT2) (y+LAT-2)	Slc7a6 Kiaa0245	Mus musculus (Mouse)	515	GO:0003333; GO:0005886; GO:0006809; GO:0015174; GO:0015179; GO:0015804; GO:0015820; GO:0015822; GO:0031460; GO:0034618; GO:0061459; GO:0106439; GO:1903826
Q59I64	Q59I64	reviewed	YLAT2_DANRE	Y+L amino acid transporter 2 (Solute carrier family 7 member 6) (zfSlc7a6) (y(+)L-type amino acid transporter 2) (Y+LAT2) (y+LAT-2)	slc7a6	Danio rerio (Zebrafish) (Brachydanio rerio)	468	GO:0003333; GO:0005886; GO:0006809; GO:0015179; GO:0015804; GO:0031460; GO:0034618; GO:0061459; GO:0106439; GO:1903826
Q3UMM4	Q3UMM4	reviewed	CDK10_MOUSE	Cyclin-dependent kinase 10 (EC 2.7.11.22) (Cell division protein kinase 10)	Cdk10	Mus musculus (Mouse)	360	GO:0000307; GO:0004674; GO:0004693; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0007346; GO:0018107; GO:0030030; GO:0032956; GO:0036064; GO:0043410; GO:0097472; GO:0106310; GO:1902018; GO:1902749
Q62737	Q62737	reviewed	CY24A_RAT	Cytochrome b-245 light chain (Cytochrome b(558) alpha chain) (Cytochrome b558 subunit alpha) (Neutrophil cytochrome b 22 kDa polypeptide) (Superoxide-generating NADPH oxidase light chain subunit) (p22 phagocyte B-cytochrome) (p22-phox) (p22phox)	Cyba	Rattus norvegicus (Rat)	192	GO:0001666; GO:0001725; GO:0001938; GO:0003106; GO:0005634; GO:0005737; GO:0005768; GO:0005794; GO:0005925; GO:0006801; GO:0006954; GO:0009055; GO:0009410; GO:0014823; GO:0014895; GO:0016175; GO:0016324; GO:0017004; GO:0017124; GO:0020037; GO:0030307; GO:0030425; GO:0031667; GO:0032755; GO:0032760; GO:0032930; GO:0033864; GO:0034137; GO:0042554; GO:0043020; GO:0043025; GO:0045087; GO:0045730; GO:0045777; GO:0046872; GO:0046982; GO:0048661; GO:0050665; GO:0050766; GO:0051279; GO:0051649; GO:0070254; GO:0070257; GO:0070555; GO:0071230; GO:0071260; GO:0071310; GO:0071333; GO:0071356; GO:0071407; GO:0071480; GO:0072593; GO:1900426; GO:1903428; GO:1904044; GO:1904385; GO:1904845
Q9R1S3	Q9R1S3	reviewed	PIGN_MOUSE	GPI ethanolamine phosphate transferase 1 (EC 2.-.-.-) (Phosphatidylinositol-glycan biosynthesis class N protein) (PIG-N)	Pign	Mus musculus (Mouse)	931	GO:0005789; GO:0005829; GO:0005886; GO:0006506; GO:0016780; GO:0051377
P51522	P51522	reviewed	ZNF83_HUMAN	Zinc finger protein 83 (Zinc finger protein 816B) (Zinc finger protein HPF1)	ZNF83 ZNF816B	Homo sapiens (Human)	516	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872
Q6P6Y1	Q6P6Y1	reviewed	RELCH_DANRE	RAB11-binding protein RELCH homolog (LisH domain and HEAT repeat-containing protein KIAA1468) (RAB11-binding and LisH domain, coiled-coil and HEAT repeat-containing protein RELCH)	relch zgc:66014	Danio rerio (Zebrafish) (Brachydanio rerio)	1189	GO:0005802; GO:0032367; GO:0055037
F4JTS8	F4JTS8	reviewed	NOV_ARATH	Protein NO VEIN (Protein EMBRYO DEFECTIVE 2597)	NOV EMB2597 At4g13750 F18A5.130 F18A5.140	Arabidopsis thaliana (Mouse-ear cress)	2729	GO:0001708; GO:0005634; GO:0009793; GO:0009926; GO:0010305; GO:0019827; GO:0048364
Q9VH19	Q9VH19	reviewed	LMLN_DROME	Leishmanolysin-like peptidase (EC 3.4.24.-) (Invadolysin)	Invadolysin l(3)IX-14 CG3953	Drosophila melanogaster (Fruit fly)	683	GO:0004222; GO:0005737; GO:0006338; GO:0006508; GO:0007052; GO:0007076; GO:0007100; GO:0007155; GO:0007420; GO:0007444; GO:0008233; GO:0008354; GO:0008406; GO:0016020; GO:0019915; GO:0022900; GO:0045842; GO:0046872; GO:0051298; GO:0051301; GO:1902769
Q6IRB2	Q6IRB2	reviewed	HES1A_XENLA	Transcription factor HES-1-A (Hairy and enhancer of split 1-A) (Protein hairy-1) (Xhairy-1) (Xhairy1) (Xlh1)	hes1-a hairy1	Xenopus laevis (African clawed frog)	267	GO:0000122; GO:0005634; GO:0007219; GO:0043425; GO:0043565; GO:0045892; GO:0046982; GO:0048635
Q3ZBG4	Q3ZBG4	reviewed	HES1_BOVIN	Transcription factor HES-1 (Hairy and enhancer of split 1)	HES1	Bos taurus (Bovine)	280	GO:0000122; GO:0000981; GO:0001227; GO:0001709; GO:0001889; GO:0003143; GO:0003266; GO:0003310; GO:0005634; GO:0005654; GO:0005737; GO:0006357; GO:0007155; GO:0007219; GO:0007224; GO:0009952; GO:0016477; GO:0021537; GO:0021555; GO:0021557; GO:0021558; GO:0021575; GO:0021861; GO:0021870; GO:0021984; GO:0030324; GO:0030509; GO:0030513; GO:0030901; GO:0032991; GO:0035019; GO:0035881; GO:0035910; GO:0042098; GO:0042102; GO:0042491; GO:0042531; GO:0042803; GO:0042826; GO:0043388; GO:0043398; GO:0043433; GO:0043565; GO:0045598; GO:0045608; GO:0045665; GO:0045747; GO:0045892; GO:0045944; GO:0045977; GO:0046331; GO:0046425; GO:0046427; GO:0048469; GO:0048538; GO:0048667; GO:0048711; GO:0048715; GO:0050678; GO:0050767; GO:0051087; GO:0060122; GO:0060164; GO:0060253; GO:0060412; GO:0060675; GO:0060716; GO:0061009; GO:0061102; GO:0061106; GO:0061309; GO:0061626; GO:0061629; GO:0065003; GO:0070888; GO:0071820; GO:0072012; GO:0072049; GO:0072050; GO:0072141; GO:0072282; GO:0090102; GO:0090162; GO:0097084; GO:0097150; GO:1902870; GO:1905934; GO:2000227; GO:2000737; GO:2000974; GO:2000978
Q5DUB2	Q5DUB2	reviewed	NK2R_CANLF	Substance-K receptor (SKR) (NK-2 receptor) (NK-2R) (Neurokinin A receptor) (Tachykinin receptor 2)	TACR2	Canis lupus familiaris (Dog) (Canis familiaris)	384	GO:0005886; GO:0016497; GO:0061827; GO:0070472; GO:0097225; GO:1902093
Q5R5W2	Q5R5W2	reviewed	TADBP_PONAB	TAR DNA-binding protein 43 (TDP-43)	TARDBP TDP43	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	414	GO:0003677; GO:0003723; GO:0005694; GO:0005730; GO:0005739; GO:0006397; GO:0008380; GO:0016607; GO:0031647; GO:0042752
Q5U247	Q5U247	reviewed	EXOC8_XENLA	Exocyst complex component 8	exoc8	Xenopus laevis (African clawed frog)	685	GO:0000145; GO:0006887; GO:0015031; GO:0030426; GO:0048471
Q9UH65	Q9UH65	reviewed	SWP70_HUMAN	Switch-associated protein 70 (SWAP-70)	SWAP70 KIAA0640 HSPC321	Homo sapiens (Human)	585	GO:0003677; GO:0005085; GO:0005509; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0007204; GO:0015629; GO:0030027; GO:0030835; GO:0032233; GO:0032880; GO:0033633; GO:0045190; GO:0045296; GO:0051017; GO:0051056; GO:0060754; GO:1902309
A3KP85	A3KP85	reviewed	ETKMT_DANRE	Electron transfer flavoprotein beta subunit lysine methyltransferase (EC 2.1.1.-) (ETFB lysine methyltransferase) (ETFB-KMT) (Protein N-lysine methyltransferase METTL20)	etfbkmt mettl20	Danio rerio (Zebrafish) (Brachydanio rerio)	258	GO:0005759; GO:0016279; GO:0018023; GO:1904733; GO:1904736
Q99571	Q99571	reviewed	P2RX4_HUMAN	P2X purinoceptor 4 (P2X4) (ATP receptor) (Purinergic receptor)	P2RX4	Homo sapiens (Human)	388	GO:0001614; GO:0001894; GO:0002028; GO:0002931; GO:0004931; GO:0005102; GO:0005507; GO:0005524; GO:0005765; GO:0005886; GO:0007165; GO:0008217; GO:0008270; GO:0010524; GO:0010614; GO:0014069; GO:0016020; GO:0019228; GO:0019233; GO:0019722; GO:0030054; GO:0032308; GO:0033198; GO:0034220; GO:0034405; GO:0035590; GO:0042118; GO:0042802; GO:0043025; GO:0043195; GO:0043197; GO:0043536; GO:0044297; GO:0045296; GO:0045429; GO:0048266; GO:0048471; GO:0048678; GO:0050850; GO:0050920; GO:0050975; GO:0051897; GO:0051899; GO:0051928; GO:0055117; GO:0055119; GO:0070062; GO:0070588; GO:0071294; GO:0071318; GO:0097190; GO:0099604; GO:1904141; GO:2001028
A8CG90	A8CG90	reviewed	PA2B2_DABRR	Basic phospholipase A2 Drk-b2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Daboia russelii (Russel's viper) (Vipera russelii)	137	GO:0004623; GO:0005509; GO:0005576; GO:0006644; GO:0016042; GO:0050482; GO:0090729
O34313	O34313	reviewed	NTPES_BACSU	Trifunctional nucleotide phosphoesterase protein YfkN [Includes: 2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase (EC 3.1.3.6) (EC 3.1.4.16); 5'-nucleotidase (EC 3.1.3.5)]	yfkN BSU07840	Bacillus subtilis (strain 168)	1462	GO:0000166; GO:0005576; GO:0008254; GO:0008663; GO:0009166; GO:0030288; GO:0046872; GO:0106411
Q90YV5	Q90YV5	reviewed	RL13_ICTPU	Large ribosomal subunit protein eL13 (60S ribosomal protein L13)	rpl13	Ictalurus punctatus (Channel catfish) (Silurus punctatus)	211	GO:0003735; GO:0005737; GO:0005840; GO:0006412; GO:1990904
Q6GNG8	Q6GNG8	reviewed	PKRI1_XENLA	PRKR-interacting protein 1 homolog	prkrip1	Xenopus laevis (African clawed frog)	173	GO:0003725; GO:0005681; GO:0005730; GO:0006397; GO:0008380
Q0WU02	Q0WU02	reviewed	MTP10_ARATH	Metal tolerance protein 10 (AtMTP10)	MTP10 At1g16310 F3O9.11	Arabidopsis thaliana (Mouse-ear cress)	428	GO:0005774; GO:0008324; GO:0009787; GO:0016020; GO:2000022; GO:2000031
Q5D1E8	Q5D1E8	reviewed	ZC12A_HUMAN	Endoribonuclease ZC3H12A (EC 3.1.-.-) (Monocyte chemotactic protein-induced protein 1) (MCP-induced protein 1) (MCPIP-1) (Regnase-1) (Reg1) (Zinc finger CCCH domain-containing protein 12A)	ZC3H12A MCPIP MCPIP1	Homo sapiens (Human)	599	GO:0000184; GO:0000294; GO:0000932; GO:0001525; GO:0001933; GO:0002230; GO:0002757; GO:0003677; GO:0003682; GO:0003723; GO:0003729; GO:0003730; GO:0004521; GO:0004532; GO:0004540; GO:0005634; GO:0005654; GO:0005737; GO:0005791; GO:0005856; GO:0006915; GO:0006954; GO:0006974; GO:0007399; GO:0010468; GO:0010508; GO:0010587; GO:0010595; GO:0010628; GO:0010629; GO:0010656; GO:0010884; GO:0016579; GO:0030154; GO:0030867; GO:0032088; GO:0032689; GO:0032691; GO:0032715; GO:0032720; GO:0032991; GO:0034599; GO:0035198; GO:0035613; GO:0035925; GO:0036464; GO:0042149; GO:0042307; GO:0042406; GO:0043022; GO:0043031; GO:0043124; GO:0044828; GO:0045019; GO:0045600; GO:0045766; GO:0045944; GO:0046872; GO:0050852; GO:0051259; GO:0051607; GO:0055118; GO:0061014; GO:0061158; GO:0071222; GO:0071347; GO:0071356; GO:0090501; GO:0090502; GO:0098586; GO:1900016; GO:1900119; GO:1900745; GO:1901223; GO:1903003; GO:1903936; GO:1904637; GO:1990869; GO:2000320; GO:2000379; GO:2000627
P13701	P13701	reviewed	SYB_TETCF	Synaptobrevin (Synaptic vesicle-associated integral membrane protein) (VAMP-1)		Tetronarce californica (Pacific electric ray) (Torpedo californica)	120	GO:0016192; GO:0030672; GO:0043005
P47194	P47194	reviewed	SYB_DORPE	Synaptobrevin		Doryteuthis pealeii (Longfin inshore squid) (Loligo pealeii)	125	GO:0016192; GO:0030672; GO:0043005
Q91V01	Q91V01	reviewed	MBOA5_MOUSE	Lysophospholipid acyltransferase 5 (LPLAT 5) (EC 2.3.1.-) (1-acylglycerophosphocholine O-acyltransferase) (EC 2.3.1.23) (1-acylglycerophosphoethanolamine O-acyltransferase) (EC 2.3.1.n7) (1-acylglycerophosphoserine O-acyltransferase) (EC 2.3.1.n6) (Lysophosphatidylcholine acyltransferase) (LPCAT) (Lyso-PC acyltransferase) (Lysophosphatidylcholine acyltransferase 3) (Lyso-PC acyltransferase 3) (mLPCAT3) (Lysophosphatidylethanolamine acyltransferase) (LPEAT) (Lyso-PE acyltransferase) (Lysophosphatidylserine acyltransferase) (LPSAT) (Lyso-PS acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 5) (O-acyltransferase domain-containing protein 5)	Lpcat3 Grcc3f Mboat5 Oact5	Mus musculus (Mouse)	487	GO:0005789; GO:0006656; GO:0016020; GO:0030258; GO:0034378; GO:0034379; GO:0036150; GO:0036151; GO:0036152; GO:0036335; GO:0045540; GO:0045797; GO:0047184; GO:0050728; GO:0071617; GO:0090158; GO:0097006; GO:0106262; GO:0106263; GO:1903573; GO:1905885
Q9CWL2	Q9CWL2	reviewed	CASZ1_MOUSE	Zinc finger protein castor homolog 1 (Castor-related protein)	Casz1 Cst D4Ertd432e Kiaa3026	Mus musculus (Mouse)	1761	GO:0000785; GO:0000977; GO:0000981; GO:0001228; GO:0005634; GO:0005654; GO:0005829; GO:0030154; GO:0030182; GO:0043231; GO:0045664; GO:0045665; GO:0045686; GO:0045893; GO:0045944; GO:0046872; GO:0060019; GO:0060040; GO:0060223; GO:0060226; GO:1902870
O35125	O35125	reviewed	LRC23_MOUSE	Leucine-rich repeat-containing protein 23 (Leucine-rich protein B7)	Lrrc23 Lrpb7	Mus musculus (Mouse)	340	GO:0005737; GO:0005829
O22558	O22558	reviewed	STY8_ARATH	Serine/threonine-protein kinase STY8 (EC 2.7.11.1) (Serine/threonine/tyrosine-protein kinase 8)	STY8 At2g17700	Arabidopsis thaliana (Mouse-ear cress)	546	GO:0004674; GO:0004712; GO:0005524; GO:0005829; GO:0006468; GO:0009658; GO:0106310
Q9CR11	Q9CR11	reviewed	YETS4_MOUSE	YEATS domain-containing protein 4 (Glioma-amplified sequence 41 homolog) (Gas41)	Yeats4 Gas41	Mus musculus (Mouse)	227	GO:0000786; GO:0005634; GO:0005654; GO:0006338; GO:0006355; GO:0006357; GO:0016573; GO:0031965; GO:0035267; GO:0042393; GO:0042981; GO:0043967; GO:0043968; GO:0045893; GO:0051726; GO:0070577; GO:0140030; GO:1905168; GO:2000779
